d_ano,d_muni,d_nombmuni,d_provincia,d_nomsec,d_nomzon,dane_ant,d_nombinst,d_sede,d_nombsede,d_nomjor,d_grado,d_edad,d_genero,d_hombres,d_mujeres,d_tipo,metodo,sector,edad,etnia,discapa
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,INSTITUTO SAN ISIDRO DE CACHIRI,268780000247A,INSTITUTO SAN ISIDRO DE CACHIRI,MAÑANA,8,13,M,1,0,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,INSTITUTO SAN ISIDRO DE CACHIRI,268780000247D,ESCUELA RURAL URUMALES,MAÑANA,2,8,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,16,F,0,1,AMENAZADO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,11,M,1,0,AMENAZADO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,7,12,F,0,1,AMENAZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,1,7,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,16,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,16,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,16,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,15,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,18,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,18,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,18,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,17,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,11,17,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,2,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,2,7,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,2,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,2,7,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,3,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,4,10,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,4,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,11,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,10,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,5,10,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,12,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,12,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,10,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,11,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,11,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,11,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,6,11,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,7,12,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,7,13,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,7,12,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,7,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,8,14,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,8,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,8,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,8,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,8,13,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,9,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,9,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,9,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727A,COLEGIO FRANCISCO SAN JUAN,MAÑANA,10,17,F,0,1,HOMICIDIO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727B,ESCUELA RURAL SANTA ROSA,MAÑANA,3,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727B,ESCUELA RURAL SANTA ROSA,MAÑANA,2,8,M,1,0,SIN INFORMACION,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,4,9,F,0,1,AMENAZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,1,6,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,2,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,4,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,4,9,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,5,14,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,5,11,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727C,ESCUELA RURAL MESA LLANA,MAÑANA,5,10,M,1,0,SIN INFORMACION,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727D,ESCUELA RURAL SAN ISIDRO,MAÑANA,2,8,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727D,ESCUELA RURAL SAN ISIDRO,MAÑANA,3,9,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727D,ESCUELA RURAL SAN ISIDRO,MAÑANA,3,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727D,ESCUELA RURAL SAN ISIDRO,MAÑANA,3,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,2,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,3,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,3,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,3,8,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,5,12,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727E,ESCUELA RURAL EL MINERAL,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727F,ESCUELA RURAL CRUCECITAS,MAÑANA,2,7,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727F,ESCUELA RURAL CRUCECITAS,MAÑANA,2,8,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727F,ESCUELA RURAL CRUCECITAS,MAÑANA,5,11,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,780,SURATÁ,SOTO NORTE,OFICIAL,RURAL,2.6878E+11,COLEGIO FRANCISCO SAN JUAN,268780000727H,ESCUELA RURAL LAS ABEJAS,MAÑANA,1,6,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
